Beta_value,Beta_value,Beta_value,Beta_value,Beta_value,Beta_value,Beta_value,Beta_value,Beta_value,Beta_value
0.33934828389309,0.250340743920087,0.726666304173071,0.0824214107111676,0.28921921732888,0.761250595419362,0.889418569255031,0.912049851936368,0.885039827801961,0.904075714644427
0.330896374683242,0.352702850659671,0.8244904481299,0.136423486305135,0.318972700358922,0.879264914871076,0.906917030810443,0.855665257191142,0.904907643991145,0.888907192993495
0.731006461984932,0.0937521548778316,0.705029772944646,0.621050739899842,0.107749805390937,0.746421613593962,0.926692220937598,0.527316692842377,0.847626882498705,0.91045631010366
0.209169211719448,0.430243234053367,0.172636509001238,0.0769471711976313,0.290608016709113,0.924422656112197,0.17306512714789,0.895655565451106,0.240033619619576,0.88201057598433
0.604208499311133,0.967781324452289,0.121167424902007,0.295814303032878,0.27375858078342,0.162071666603467,0.767659436411758,0.315120175399528,0.972090102188941,0.112220339719855
0.194277126842868,0.220257132349576,0.851516531990004,0.876742744587166,0.0527647209045629,0.370992968977962,0.841571635130081,0.0590822813296987,0.438598957158043,0.389090364883646
0.143882774774834,0.0457996686078624,0.825357922042512,0.0648169957793034,0.293150441134067,0.835346444372336,0.931668760118708,0.0761741342709873,0.0386551849041167,0.802579880971041
0.413880416981191,0.185935735509211,0.112663823789548,0.0676577971994516,0.102116372139108,0.127045491897418,0.927562019587273,0.0355340333828974,0.931634092384889,0.880022791569846
0.449060795022677,0.476364626320665,0.982266247387375,0.255488054623727,0.501040694300108,0.984937545766951,0.965449625631056,0.978186479625487,0.973596971471692,0.978701205550944
0.371897286064227,0.805529070198078,0.929165734452553,0.126459529658904,0.314425797548622,0.916213201530091,0.93277923163808,0.934524061343029,0.865442573942487,0.88076612470254
0.306316074451136,0.883895057607505,0.895496101310122,0.170209071969014,0.165608620661174,0.928303663037429,0.843948952139252,0.938427267903205,0.827767136745269,0.886784036113785
0.205207656321956,0.529297463259818,0.774947000211219,0.0940612397270849,0.119474743849994,0.854790921155182,0.86766224032439,0.374228170328344,0.834514920028658,0.754282787329791
0.15255838010303,0.943674360083069,0.341901954053592,0.127419542037643,0.779018791435831,0.925568129610248,0.93389975754622,0.954899963105011,0.90661476785744,0.936979160080644
0.924615338528595,0.816703505957264,0.198436950949501,0.41284106520497,0.887715765811088,0.15245658826084,0.873940255756007,0.698593837404308,0.914221899679301,0.906139776905578
0.160111186898497,0.531386942803086,0.666848913524753,0.15009695213638,0.22399372457735,0.896254722711261,0.906368107731633,0.808564641703469,0.837490082252762,0.918210831200876
0.172000456086063,0.244678602253953,0.861828707045141,0.038923546868029,0.124286538813066,0.91103244270949,0.911790895740016,0.921338365450514,0.903908814549853,0.907668628280848
0.870880666803583,0.851162840335252,0.551576852751731,0.907590829237728,0.459106094979554,0.945496835422904,0.682933789981952,0.103608064848687,0.319503069506605,0.92820631871347
0.235193976143672,0.784200333418303,0.834296979744404,0.185312979059427,0.141377403693172,0.926417493344494,0.85705409996004,0.886034867960051,0.875078806738356,0.882687094063304
0.926427635569335,0.887763560238266,0.919204007980734,0.146322354833486,0.866940535838645,0.18905508815793,0.887542545304155,0.906175101321721,0.903102655543124,0.887794163545764
0.896210630010325,0.817908406939474,0.941734468678146,0.639669624327936,0.175809920898474,0.0690208043050424,0.936561949677188,0.04233774594969,0.926294733326518,0.121460154912278
0.334769542212159,0.40772449005015,0.202142772332723,0.908212691122338,0.608216782936339,0.230602473742775,0.887332477018795,0.0767261955895927,0.952305377183778,0.0829257822387608
0.250045912376044,0.902985509335421,0.222000805159777,0.124597290474004,0.302545623376131,0.971612833155343,0.968428878400475,0.961806199665872,0.96876133859917,0.975233232958304
0.0865770702234279,0.278231136058378,0.782870522737232,0.0587570846433167,0.18172588259754,0.926459722150397,0.917252184504091,0.3071899633657,0.458350660080319,0.931715016128988
0.452697892279675,0.34624312871259,0.679306281305426,0.152722793658401,0.258648448634636,0.133598836520384,0.908620068275372,0.0745917606989554,0.752745178838203,0.774081830876478
0.77024355281904,0.34869671037414,0.130694761029316,0.325941912146137,0.257268345096964,0.173016985272856,0.89329140274485,0.14736776546332,0.903642537769244,0.910151181946031
0.180895521205893,0.0873917288710577,0.0780056123907485,0.553047144107788,0.270301186326598,0.640413382048695,0.641843897371139,0.0444369812887811,0.0609885353583944,0.868081148174632
0.864675069630285,0.504025386286283,0.142082279566069,0.644480967996338,0.871040263002469,0.172223673917267,0.933859357378221,0.4066165032881,0.25914871480057,0.088669918194734
0.854409959937393,0.884106365943806,0.275463126408602,0.186424765169912,0.2929491479555,0.201135466283191,0.755299789621059,0.695151577991231,0.903170617065789,0.441349822526733
0.0709985719936387,0.344653881184248,0.493947145036826,0.849322070838983,0.0645469306322184,0.0551369848339043,0.808254976765007,0.498197190832219,0.68162633270378,0.770297905164323
0.859235962178293,0.270790710705696,0.377148034393935,0.413219384729086,0.367414495240266,0.895647460338289,0.894785125813654,0.0402470091517442,0.868919982612541,0.634619043261528
0.0382877205870741,0.0442416141143935,0.0373992517914313,0.0349702186779446,0.04553926357949,0.598150583596934,0.878060388312786,0.0314171141370589,0.434121615686147,0.112418353382843
0.884620992403465,0.323472394079108,0.911049847183603,0.790136761936084,0.546472046028033,0.0450217840151128,0.597247216672384,0.316275893489634,0.907645499486998,0.451903667669031
0.825802288768416,0.688821675896685,0.892273309874921,0.881108895814105,0.0764266581843997,0.0226310004085961,0.946089660149483,0.963654722406472,0.902370111035345,0.955245836106728
0.794649139127839,0.813575054536149,0.866281119781132,0.262577114404239,0.828248858275085,0.247895094289649,0.906846786496268,0.219908090587505,0.83471208294547,0.0654259995866195
0.114307192902266,0.946566516425665,0.158678775851703,0.924207521022186,0.949625361998298,0.371750771747758,0.909505594462484,0.954109759146055,0.913117715203967,0.745225716082914
0.412749136451819,0.214827988091549,0.351236054021676,0.106758597510869,0.230992104346323,0.127348193289835,0.826207210492672,0.495251930125431,0.9124143328126,0.926842010678053
0.554831841728315,0.383081141953377,0.429456769071757,0.0545593084096715,0.24348956911938,0.0775278530167742,0.883131010382785,0.654827960789529,0.811625626759572,0.85846348346231
0.843417185268771,0.640367750691695,0.194997307829889,0.826202812565642,0.504639057046686,0.769339837253805,0.254809239963327,0.123342925928026,0.809945738305184,0.100977313752082
0.781666219817556,0.45866812964495,0.799884501208077,0.331817756450868,0.243712356039044,0.124160700259993,0.713602846741255,0.0828605124075544,0.216615440659905,0.9432442562678
0.931883296920164,0.862210070331691,0.912259643018159,0.940059191979652,0.851234591595362,0.176048278946576,0.934317657791826,0.227784841261054,0.922083371951909,0.78706146198542
0.0432048302654272,0.129947558832321,0.0603387427265664,0.844825140837834,0.0409380971403594,0.0279389820802708,0.214745991285394,0.0192193694113137,0.882169997717229,0.0261643007944737
0.79339974367037,0.575958928629813,0.865178074707696,0.164695991208027,0.244739212741409,0.15102618304228,0.843211081660127,0.794211018238822,0.88135296339259,0.932793558319003
0.519053653430938,0.393105703773846,0.479592504859495,0.184771997805369,0.238381998662056,0.27792986889495,0.929811292558523,0.0286544220359784,0.928269891878458,0.47603670431898
0.882500330402973,0.773292796914192,0.249510774096833,0.877752874751173,0.844557730931347,0.368245912935463,0.860446671110232,0.681878898887246,0.823394333802499,0.0823319953895323
0.224437557503909,0.348957657520161,0.930948334401012,0.220543225703472,0.395722437686234,0.890101620776181,0.959340290001901,0.416673710539945,0.48259765108652,0.936352803313773
0.73928313016735,0.127181535467849,0.884403780273707,0.136811511472774,0.128879294670921,0.0604117428299273,0.0559656977970762,0.0668984665360411,0.854230767175863,0.375460828620897
0.725922402363056,0.172451056912974,0.775373631130247,0.106404070248179,0.326128612408783,0.195512570993176,0.686686350562703,0.0653260363257752,0.883104443838173,0.934042073426594
0.942322575856583,0.418072897457432,0.439076817194157,0.0762642357185086,0.181719972604299,0.0435471112463084,0.920387565577252,0.0262071015380175,0.719341094691785,0.0607146272469749
0.0943115293020569,0.135450495660637,0.0576879213859471,0.669872493902615,0.124821403520097,0.020724833276495,0.23127826740887,0.956975688869603,0.02332393359521,0.0221725614048542
0.186619080804685,0.422289292510682,0.632646630269853,0.114080714089516,0.387188209543027,0.92917477853718,0.89488322326278,0.933272535853672,0.877542879479499,0.934922152515796
0.235369616195963,0.459644935495384,0.86754955599667,0.831138676073745,0.237323667882995,0.490141332166558,0.848424088084091,0.548332903534628,0.870534286170992,0.058239364847304
0.229135833528409,0.481930701829131,0.950952859474233,0.215399364528528,0.535048812642392,0.959913821985085,0.947362665013001,0.929235095600115,0.916992350037473,0.933364251112335
0.166064551476388,0.789202705385418,0.90967711932753,0.918516302215569,0.854914149084992,0.419731278741929,0.906565933373219,0.285734802132477,0.357666418662901,0.934999887214988
0.215997846234292,0.382038887886123,0.0702643691818843,0.134789950684995,0.255766424281637,0.896781040538607,0.92204632706186,0.356789060901389,0.806274319296189,0.605772799574888
0.218311737292445,0.615357183553994,0.345921448845626,0.111973962397845,0.19257580421772,0.961466213561406,0.935390450592761,0.539576509193956,0.598122209668946,0.941983254441074
0.934771452481822,0.908762543253186,0.211898393159477,0.956979251884897,0.5925534400295,0.502489444694911,0.946198177794226,0.959967540300388,0.183633052244146,0.08661032636604
0.516014776971305,0.363278654017304,0.715284327837582,0.0427733364915234,0.11060976124508,0.0505525378180548,0.881362700265535,0.128203587299346,0.598147606095748,0.900127200631854
0.838741321246462,0.494462999479643,0.491942788796921,0.123069140130696,0.279906944543386,0.789800343133186,0.93272524545649,0.927038115365156,0.444341395611107,0.9384383159094
0.92549675187261,0.599696271982042,0.234922355084067,0.924356625666316,0.85949407700649,0.462242384478709,0.952719930786211,0.603444235047086,0.960325359634616,0.207277198166108
0.910771224801226,0.623750741552637,0.252777049913383,0.199399415636485,0.379321582186293,0.209640049024648,0.251846125164168,0.037468852173599,0.940386392268764,0.210554032085627
0.562782020923722,0.470625592428093,0.0777956791546492,0.558921060287659,0.437997721570038,0.721981996194567,0.918912835456761,0.0357832376597862,0.846441358113568,0.782011131614546
0.237744163051962,0.356639998605449,0.728424429020451,0.10309228751792,0.215209820169838,0.841173905147269,0.919197368047031,0.867654742257087,0.917644120112097,0.867716460788561
0.70752104765782,0.478920852874725,0.835036730556242,0.109348456201121,0.154229021531978,0.915438310706002,0.900904369054984,0.876077633373656,0.814554180702,0.904485364357498
0.147900180362753,0.87132094143047,0.926784476484003,0.137871695595024,0.311889784914782,0.938672900701984,0.922824955254223,0.70833550931259,0.917644879752477,0.937966980259192
0.335734734543183,0.18732647138985,0.799049163738408,0.0301569630040256,0.439845115127885,0.413331015862039,0.890770215190318,0.939693185730812,0.820374736485197,0.905816020081744
0.61082544873275,0.660593025159562,0.532981954277838,0.826492031488688,0.0310040962427153,0.580185203421593,0.698973651364675,0.819821598042782,0.0532496334180149,0.88891774933198
0.202923279600909,0.854372648097207,0.167115599876195,0.250423363087021,0.918195399318188,0.121597809138928,0.919447797157578,0.95899079118358,0.954075068135848,0.917075250191741
0.178144281038769,0.697790151608789,0.572601881099111,0.148218997308214,0.651700360584104,0.935030380276025,0.833417918900019,0.925808101378248,0.932932558109254,0.842375963277647
0.142368209333159,0.308907480098321,0.78581887255017,0.0951150351925039,0.17773193913122,0.938175113617026,0.932515271245124,0.887085046404022,0.846881562183714,0.914511798027871
0.24411906493538,0.0930760580859017,0.504877659012356,0.760678277590177,0.113536317707468,0.662314972965181,0.844748982087358,0.0420203676473041,0.101004085787381,0.0416388785533671
0.817355529397843,0.194326127783754,0.51091750324303,0.0968394354116521,0.193041958459774,0.192368455586678,0.767198342103744,0.539558416510466,0.904036732957846,0.934241489352496
0.772594143291359,0.533370469087267,0.876186645982059,0.124953061269246,0.244872671098919,0.568238155162071,0.919069707817822,0.870686319047912,0.907737563021932,0.938880652769903
0.246843642291411,0.278612885361584,0.389176182683124,0.116331687147653,0.192762545569179,0.252436218688562,0.776243991413257,0.786644646575734,0.826735616836139,0.824964519885671
0.621709928161507,0.222502626901048,0.468891586199189,0.113554254383651,0.187472610010945,0.826585568884541,0.850808949991379,0.825316555005707,0.781677398016968,0.874577350781391
0.784315467433357,0.8778126571148,0.924428326521803,0.110097722900893,0.320614158804232,0.931226323121348,0.917880302659091,0.94209032537892,0.898771751455609,0.917701291096195
0.534211949923256,0.385608279751042,0.795491523626835,0.148114205731619,0.0785850095739069,0.129127484376444,0.842567848944896,0.839947927938577,0.761079805060459,0.840460061619024
0.224442861502137,0.290675797288102,0.84518276647606,0.235574953710275,0.302379565707212,0.886182192916899,0.885721742517326,0.883603318431823,0.893368421141857,0.872370508245365
0.920990718142744,0.69652481619574,0.843412683720695,0.0996597993339522,0.26403611647418,0.477751252879063,0.923682587763609,0.928213517007769,0.917270333542722,0.924049241612839
0.825055367130174,0.28418623309243,0.876963561360507,0.0686739255009701,0.738639395022549,0.90190652651042,0.942056604282108,0.615146577900233,0.886591147399608,0.8788611146344
